database,pages_ id,Region,Site_name,Lat_N,Long_E,Archive,Proxy_ measurement,Oldest_year,Youngest_year,Time_Units,Original_Author,Original_data_URL,database_link
Hydro_2016,Hydro_203,North America,NorthGRIP,75.1,-42.32,Ice-core,d18O,NaN,NaN,(CE),"(2004). et al., (2004)",https://doi.org/10.1038/nature02805,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_204,North America,GISP2,72.6,-38.5,Ice-core,d18O,NaN,NaN,(CE),"Grootes et al., (1997)",https://doi.org/10.1029/97JC00880,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_205,North America,GISP2,72.6,-38.5,Ice-core,d15N/D40,NaN,NaN,(CE),"Kobashi et al., (2011)",https://doi.org/10.1038/s41598-017-01451-7,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_206,North America,GRIP,72.35,-37.38,Ice-core,d18O,NaN,NaN,(CE),"Vinther et al., (2010)",https://doi.org/10.1016/j.quascirev.2009.11.002,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_207,North America,Renland,71.3,-26.7,Ice-core,d18O,NaN,NaN,(CE),"Vinther et al., (2008)",https://doi.org/10.1029/2007JD009143,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_208,North America,Crête,71.12,-37.32,Ice-core,d18O,NaN,NaN,(CE),"Vinther et al., (2010)",https://doi.org/10.1016/j.quascirev.2009.11.002,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_209,North America,Big Round Lake,69.83,-68.5,Lake,Lamina thickness,NaN,NaN,(CE),"Thomas et al., (2009)",https://doi.org/10.1007/s10933-008-9258-7,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_210,North America,Blue Lake,68.08,-150.46,Lake,Lamina thickness,NaN,NaN,(CE),"Bird et al., (2009)",https://doi.org/10.1007/s10933-008-9262-y,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_211,North America,Penny Ice Cap,67.2,-65.5,Ice-core,d18O,NaN,NaN,(CE),"Fisher et al., (1998)",https://doi.org/10.1126/science.279.5351.692,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_212,North America,Braya Sø^{5},67,-50.42,Lake,Alkenone,NaN,NaN,(CE),"von Gunten et al., (2012)",https://doi.org/10.1038/srep00609,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_213,North America,Holsteinsborg Dyb,66.74,-53.94,Marine,Fragilariopsis cylindrus,NaN,NaN,(CE),"Sha et al., (2012)",https://doi.org/10.1177/0959683611423684,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_214,North America,Donard Lake,66.66,-61.35,Lake,Lamina thickness,NaN,NaN,(CE),"Moore et al., (2001)",https://doi.org/10.1023/A:1011181301514,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_215,North America,Screaming Lynx Lake,66.07,-145.4,Lake,Midge assemblages,NaN,NaN,(CE),"Clegg et al., (2011)",https://doi.org/10.1073/pnas.1110913108,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_216,North America,Dye-3,65.11,-43.49,Ice-core,d18O,NaN,NaN,(CE),"Vinther et al., (2010)",https://doi.org/10.1016/j.quascirev.2009.11.002,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_217,North America,Farewell Lake,62.55,-153.63,Lake,d18O,NaN,NaN,(CE),"Hu et al., (2001)",https://doi.org/10.1073/pnas.181333798,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_218,North America,Hallet Lake,61.5,-146.2,Lake,Bsi,NaN,NaN,(CE),"McKay et al., (2008)",https://doi.org/10.1029/2007GL032876,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_219,North America,Moose Lake,61.37,-143.61,Lake,Midge assemblages,NaN,NaN,(CE),"Clegg et al., (2010)",https://doi.org/10.1016/j.quascirev.2010.08.001,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_220,North America,Iceberg Lake^{6},60.78,-142.95,Lake,Lamina thickness,NaN,NaN,(CE),"Loso et al., (2009)",https://doi.org/10.1007/s10933-008-9264-9,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_221,North America,Lone Spruce Pond,60.01,-159.14,Lake,Bsi,NaN,NaN,(CE),"Kaufman et al., (2012)",https://doi.org/10.1007/s10933-012-9607-4,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_222,North America,Gulf of Alaska,59,-141,Tree-ring,Ring width,NaN,NaN,(CE),"Wiles et al., (2014)",https://doi.org/10.1177/0959683613516815,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_223,North America,Columbia Icefield,52.15,-117.15,Tree-ring,Density,NaN,NaN,(CE),"Luckman et al., (2005)",https://doi.org/10.1007/s00382-004-0511-0,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_224,North America,Columbia Icefield,52.15,-117.15,Tree-ring,d13C,NaN,NaN,(CE),"Edwards et al., (2008)",https://doi.org/10.1016/j.yqres.2008.04.013,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_225,North America,Conroy Lake,46.28,-67.88,Lake,Pollen,NaN,NaN,(CE),"Gajewski et al., (1988)",https://doi.org/10.1016/0033-5894(88)90034-8,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_226,North America,Hells Kitchen Lake,46.11,-89.42,Lake,Pollen,NaN,NaN,(CE),"Gajewski et al., (1988)",https://doi.org/10.1016/0033-5894(88)90034-8,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_227,North America,Basin Pond,44.28,-70.03,Lake,Pollen,NaN,NaN,(CE),"Gajewski et al., (1988)",https://doi.org/10.1016/0033-5894(88)90034-8,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_228,North America,Lake of the Clouds,44.25,-71.25,Lake,Pollen,NaN,NaN,(CE),"Gajewski et al., (1988)",https://doi.org/10.1016/0033-5894(88)90034-8,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_229,North America,Clear Pond,43.45,-74.01,Lake,Pollen,NaN,NaN,(CE),"Gajewski et al., (1988)",https://doi.org/10.1016/0033-5894(88)90034-8,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_230,North America,Jones Lake,42.77,-84.56,Pollen,Pollen,NaN,NaN,(CE),"Bernabo et al., (1981)",https://doi.org/10.1016/0033-5894(81)90101-0,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_231,North America,Chesapeake Bay,39,-76.4,Marine,Mg/Ca,NaN,NaN,(CE),"Cronin et al., (2003)",https://doi.org/10.1016/S0921-8181(02)00161-3,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_232,North America,Great Basin,39,-114,Tree-ring,Ring width,NaN,NaN,(CE),"Salzer et al., (2013)",https://doi.org/10.1007/s00382-013-1911-9,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_233,North America,Southern Sierra Nevada,36.9,-118.9,Tree-ring,Ring width,NaN,NaN,(CE),"Graumlich et al., (1993)",https://doi.org/10.1006/qres.1993.1029,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_234,North America,Upper Wright Lakes,36.37,-118.22,Tree-ring,Ring width,NaN,NaN,(CE),"Lloyd et al., (1997)",https://doi.org/10.1890/0012-9658(1997)078[1199:HDOTFI]2.0.CO;2,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_235,North America,Boreal Plateau,36.27,-118.33,Tree-ring,Ring width,NaN,NaN,(CE),"Lloyd et al., (1997)",https://doi.org/10.1890/0012-9658(1997)078[1199:HDOTFI]2.0.CO;2,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_236,North America,Southern Colorado Plateau,35.2,-111.4,Tree-ring,Ring width,NaN,NaN,(CE),"Salzer et al., (2005)",https://doi.org/10.1007/s10584-005-5922-3,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_237,North America,Bermuda,33.72,-57.63,Marine,d18O,NaN,NaN,(CE),"Keigwin et al., (1996)",https://doi.org/10.1126/science.274.5292.1504,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_238,North America,Pigmy Basin,27.2,-91.42,Marine,Mg/Ca,NaN,NaN,(CE),"Richey et al., (2007)",https://doi.org/10.1130/G23507A.1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_239,North America,Pescadero Basin,24.27,-108.2,Marine,Diatom,NaN,NaN,(CE),"Barron et al., (2007)",https://doi.org/10.1016/j.marmicro.2006.08.003,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_240,North America,Caribbean Sea,17.88,-66.6,Marine,Planktonic foraminifera,NaN,NaN,(CE),"Nyberg et al., (2002)",https://doi.org/10.1016/S0031-0182(01)00446-1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_241,North America,Caribbean Sea,17.88,-66.6,Marine,Planktonic foraminifera,NaN,NaN,(CE),"Nyberg et al., (2002)",https://doi.org/10.1016/S0031-0182(01)00446-1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_242,North America,Cariaco Basin^{7},10.42,-64.56,Marine,Mg/Ca,NaN,NaN,(CE),"Wurtzel et al., (2013)",https://doi.org/10.1002/2013GL058458,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_243,North America,Cariaco Basin,10.42,-64.56,Marine,Mg/Ca,NaN,NaN,(CE),"Wurtzel et al., (2013)",https://doi.org/10.1002/2013GL058458,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_244,North America,NINO4 region^{8},0,-155,Ice-core,d18O,NaN,NaN,(CE),"Thompson et al., (2013)",https://doi.org/10.1126/science.1234210,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_245,Europe,MSM05/5_712-1,78.92,-6.77,Marine,Planktic foraminifers,NaN,NaN,(CE),"Spielhagen et al., (2011)",https://doi.org/10.1126/science.1197397,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_246,Europe,Lomonosovfonna,78.85,-17.42,Ice-cores,d18O,NaN,NaN,(CE),"Divine et al., (2011)",https://doi.org/10.3402/polar.v30i0.7379,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_247,Europe,Kongressvatnet,78.02,-13.93,Marine,Alkenone U,NaN,NaN,(CE),"D’Andrea et al., (2012)",https://doi.org/10.1130/G33365.1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_248,Europe,Over Gunnarsfjorden,71.02,-28.17,Lake,Pollen,NaN,NaN,(CE),"Allen et al., (2007)",https://doi.org/10.1016/j.quascirev.2007.02.009,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_249,Europe,Over Gunnarsfjorden,71.02,-28.17,Lake,Pollen,NaN,NaN,(CE),"Allen et al., (2007)",https://doi.org/10.1016/j.quascirev.2007.02.009,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_250,Europe,Finnish Lapland,69,-25,Tree-ring,Ring width,NaN,NaN,(CE),"Helama et al., (2010)",https://doi.org/10.1130/B30088.1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_251,Europe,Forfjorddalen,68.78,-15.71,Tree-ring,Density,NaN,NaN,(CE),"McCarroll et al., (2013)",https://doi.org/10.1177/0959683612467483,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_252,Europe,Laanila,68.5,-27.3,Tree-ring,Density,NaN,NaN,(CE),"McCarroll et al., (2013)",https://doi.org/10.1177/0959683612467483,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_253,Europe,Torneträsk,68.31,-19.8,Tree-ring,Density,NaN,NaN,(CE),"Melvin et al., (2013)",https://doi.org/10.1177/0959683612467483,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_254,Europe,Northern Scandinavia,68,-25,Tree-ring,Maximum density,NaN,NaN,(CE),"Esper et al., (2012)",https://doi.org/10.1038/nclimate1589,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_255,Europe,Khibiny,67.5,-33.5,Tree-ring,Blue intensity,NaN,NaN,(CE),"McCarroll et al., (2013)",https://doi.org/10.1177/0959683612467483,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_256,Europe,FM3,67.26,-15.38,Speleo,d18O,NaN,NaN,(CE),"Linge et al., (2009)",https://doi.org/10.5194/cp-5-667-2009,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_257,Europe,MD95-2011,66.97,-7.64,Marine,MD,NaN,NaN,(CE),"Berner et al., (2011)",https://doi.org/10.1029/2010PA002002,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_258,Europe,North Iceland Shelf,66.33,-17.22,Marine,Diatom,NaN,NaN,(CE),"Jiang et al., (2005)",https://doi.org/10.1130/G21130.1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_259,Europe,North Iceland Shelf,66.33,-17.22,Marine,Diatom,NaN,NaN,(CE),"Jiang et al., (2005)",https://doi.org/10.1130/G21130.1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_260,Europe,SG95,66.33,-13.55,Speleo,d18O,NaN,NaN,(CE),"Linge et al., (2009)",https://doi.org/10.5194/cp-5-667-2009,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_261,Europe,MD99-2275,66.3,-19.3,Marine,Diatom,NaN,NaN,(CE),"Ran et al., (2011)",https://doi.org/10.1016/j.palaeo.2010.02.001,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_262,Europe,MD99-2275_45,66.3,-19.3,Marine,Alkenone,NaN,NaN,(CE),"Morellón et al., (2011)",https://doi.org/10.1029/2011PA002169,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_263,Europe,Haukadalsvatn,65.03,-21.37,Lake,Biogenic Silica,NaN,NaN,(CE),"Geirsdóttir et al., (1969)",https://doi.org/10.1007/s10933-008-9253-z,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_264,Europe,Iceland,64.77,-18.37,Historical,Documentary,NaN,NaN,(CE),Bergthorsson (1969),https://cir.nii.ac.jp/crid/1571417125796278784,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_265,Europe,Lake Pieni-Kauro,64.28,-30.12,Lake,Chironomid,NaN,NaN,(CE),"Luoto et al., (2010)",https://doi.org/10.1016/j.quascirev.2010.06.015,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_266,Europe,Norwegian Sea,63.76,-5.26,Marine,d18O,NaN,NaN,(CE),"Sejrup et al., (2010)",https://doi.org/10.1029/2010JC006264,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_267,Europe,Jämtland,63.1,-13.3,Tree-ring,Ring width,NaN,NaN,(CE),"Linderholm et al., (2005)",https://doi.org/10.1111/j.0435-3676.2005.00255.x,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_268,Europe,Lake Lehmilampi,63,-29,Lake,Lamina thickness,NaN,NaN,(CE),"Haltia-Hovi et al., (2007)",https://doi.org/10.1016/j.quascirev.2006.11.005,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_269,Europe,Lake Korttajärvi,62.33,-25.68,Lake,X-ray density,NaN,NaN,(CE),"Tiljander et al., (2006)",https://doi.org/10.1007/s10933-006-9059-9,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_270,Europe,Lake Nautajärvi,61.8,-24.68,Lake,Organic matter,NaN,NaN,(CE),"Ojala et al., (2005)",https://doi.org/10.1016/j.palaeo.2005.01.002,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_271,Europe,RAPiD-35-25B,61.47,-19.53,Marine,Mg/Ca,NaN,NaN,(CE),"Moffa-Sánchez et al., (2014)",https://doi.org/10.1038/ngeo2094,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_272,Europe,RAPiD21-3K,57.45,-27.91,Marine,Alkenone,NaN,NaN,(CE),"Morellón et al., (2011)",https://doi.org/10.1029/2011PA002169,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_273,Europe,Feni Drift,55.65,-13.99,Marine,Mg/Ca,NaN,NaN,(CE),"Richter et al., (2009)",https://doi.org/10.1016/j.quascirev.2009.04.008,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_274,Europe,DeBilt,52.1,-5.18,Historical,Documentary,NaN,NaN,(CE),"Shabalova et al., (2003)",https://doi.org/10.1023/A:1023474032539,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_275,Europe,DeBilt,52.1,-5.18,Historical,Documentary,NaN,NaN,(CE),"Shabalova et al., (2003)",https://doi.org/10.1023/A:1023474032539,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_276,Europe,Central England,52,-1,Historical,Documentary,NaN,NaN,(CE),"Lamb et al., (1965)",https://doi.org/10.1016/0031-0182(65)90004-0,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_277,Europe,Dürres Maar,50.26,-6.62,Peat,d13C,NaN,NaN,(CE),"Moschen et al., (2011)",https://doi.org/10.5194/cp-7-1011-2011,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_278,Europe,Nadas Lake,47.99,19.7,Lake,Pollen,NaN,NaN,(CE),"Sümegi et al., (2009)",https://www.researchgate.net/profile/Andrea-Kiss-5/publication/293711986_Climate_variability_of_the_past_millennium_in_Hungary/links/593a6f064585153206404211/Climate-variability-of-the-past-millennium-in-Hungary.pdf#page=25,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_279,Europe,Eastern Carpathians,47.2,25.1,Tree-ring,Ring width,NaN,NaN,(CE),"Popa et al., (2009)",https://doi.org/10.1007/s00382-008-0439-x,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_280,Europe,Spannagel Cave,47.05,11.4,Speleo,d18O,NaN,NaN,(CE),"Mangini et al., (2005)",https://doi.org/10.1016/j.epsl.2005.05.010,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_281,Europe,Lake Neuchatel,46.8,6.7,Pollen,d18O,NaN,NaN,(CE),"Filippi et al., (1999)",https://doi.org/10.1023/A:1008005622256,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_282,Europe,The Alps,46.3,8,Tree-ring,Density,NaN,NaN,(CE),"Büntgen et al., (2006)",https://doi.org/10.1175/JCLI3917.1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_283,Europe,Central Europe,46,8,Tree-ring,Ring width,NaN,NaN,(CE),"Büntgen et al., (2011)",https://doi.org/10.1126/science.1197175,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_284,Europe,Lake Anterne,45.59,6.47,Lake,Chironomid,NaN,NaN,(CE),"Millet et al., (2009)",https://doi.org/10.1177/0959683608100576,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_285,Europe,Vallee des Merveilles,44.05,7.28,Tree-ring,Ring width,NaN,NaN,(CE),"Büntgen et al., (2012)",https://doi.org/10.1007/s10584-012-0450-4,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_286,Europe,Penido Vello,43.32,-7.34,Peat,Mercury,NaN,NaN,(CE),"Martínez-Cortizas et al. et al., (1999)",https://doi.org/10.1055/s-1999-3489,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_287,Europe,Northern Spain,42.9,-3.5,Speleo,d13C,NaN,NaN,(CE),"Martin-Chivelet et al., (2011)",https://doi.org/10.1016/j.gloplacha.2011.02.002,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_288,Europe,Lake Redon,42.64,0.77,Lake,Chrysophyte cysts,NaN,NaN,(CE),"Pla et al., (2005)",https://doi.org/10.1007/s00382-004-0482-1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_289,Europe,Coast of Porto,41.1,-8.9,Marine,Alkenone U,NaN,NaN,(CE),"Abrantes et al., (2011)",https://doi.org/10.3354/cr01010,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_290,Europe,Albania,41,20,Tree-ring,Ring width,NaN,NaN,(CE),"Seim et al., (2012)",https://doi.org/10.3354/cr01076,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_291,Europe,Gulf of Taranto,39.75,17.88,Marine,MD,NaN,NaN,(CE),"Taricco et al., (2009)",https://doi.org/10.5194/cp-5-171-2009,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_292,Europe,SO90-39KG^{9},24.83,65.92,Marine,Alkenone U,NaN,NaN,(CE),"Doose-Rolinski et al., (2001)",https://doi.org/10.1029/2000PA000511,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_293,Asia,Akademii Nauk,80.52,94.82,Ice-core,d18O,NaN,NaN,(CE),"Opel et al., (2013)",https://doi.org/10.5194/cp-9-2379-2013,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_294,Asia,Indigirka,70.53,148.15,Tree-ring,Ring width,NaN,NaN,(CE),"Solomina et al., (2004)",https://doi.org/10.1016/j.palaeo.2004.02.027,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_295,Asia,Avam-Taimyr,70,93,Tree-ring,Ring width,NaN,NaN,(CE),"Briffa et al., (2008)",https://doi.org/10.1098/rstb.2007.2199,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_296,Asia,Yamal,66.92,69.17,Tree-ring,Ring width,NaN,NaN,(CE),"Briffa et al., (2013)",https://doi.org/10.1016/j.quascirev.2013.04.008,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_297,Asia,Polar Urals,66.83,65.75,Tree-ring,Density,NaN,NaN,(CE),"Briffa et al., (2013)",https://doi.org/10.1016/j.quascirev.2013.04.008,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_298,Asia,Southern Altai,55,88,Tree-ring,Ring width,NaN,NaN,(CE),"Myglan et al., (2012)",https://doi.org/10.1134/S1875372812030031,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_299,Asia,Teletskoe Lake,51.76,87.61,Lake,"X-ray density, Sr/Rb ratio/Ti/Br",NaN,NaN,(CE),"Kalugin et al., (2009)",https://doi.org/10.1134/S1028334X09040382,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_300,Asia,Sol Dav,48.3,98.93,Tree-ring,Ring width,NaN,NaN,(CE),"D’Arrigo et al., (2001)",https://doi.org/10.1029/2000GL011845,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_301,Asia,Hani,42.21,126.51,Peat,d18O,NaN,NaN,(CE),"Hong et al., (2009)",https://doi.org/10.1007/s11430-009-0086-z,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_302,Asia,Tien Shan,40,72,Tree-ring,Ring width,NaN,NaN,(CE),"Esper et al., (2003)",https://doi.org/10.1007/s00382-003-0356-y,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_303,Asia,Qigai Nuur,39.5,109.5,Lake,Pollen,NaN,NaN,(CE),"Sun et al., (2013)",https://doi.org/10.1177/0959683613489581,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_304,Asia,ShiHua Cave,39.47,115.56,Speleo,Lamina thickness,NaN,NaN,(CE),"Tan et al., (2003)",https://doi.org/10.1029/2003GL017352,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_305,Asia,Sugan Lake,38.85,93.9,Lake,Alkenone U,NaN,NaN,(CE),"He et al., (2013)",https://doi.org/10.9774/GLEAF.4291.2013.oc.00005,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_306,Asia,Dunde,38.1,96.4,Ice-cores,d18O,NaN,NaN,(CE),"Thompson et al., (2006)",https://doi.org/10.1073/pnas.0603900103,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_307,Asia,Tibet,36.5,98.5,Tree-ring,Ring width,NaN,NaN,(CE),"Liu et al., (2009)",https://doi.org/10.1007/s11430-009-0025-z,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_308,Asia,Karakorum Mountains,36.37,74.99,Tree-ring,d13C,NaN,NaN,(CE),"Treydte et al., (2009)",https://doi.org/10.1016/j.gca.2009.05.057,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_309,Asia,North Pacific Gyre^{10},36,141.8,Marine,Alkenone U,NaN,NaN,(CE),"et al. (2009). et al., (2009)",https://doi.org/10.1130/G25667A.1,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_310,Asia,Qamdo,36,96.9,Tree-ring,Ring width,NaN,NaN,(CE),"Wang et al., (2014)",https://doi.org/10.1007/s00382-013-1802-0,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_311,Asia,Guliya,35.28,81.48,Ice-cores,d18O,NaN,NaN,(CE),"Thompson et al., (2006)",https://doi.org/10.1073/pnas.0603900103,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_312,Asia,East China,35,114,Historical,Documentary,NaN,NaN,(CE),"Ge et al., (2003)",https://doi.org/10.1191/0959683603hl680rr,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_313,Asia,Karakorum Mountains,35,76,Tree-ring,Ring width,NaN,NaN,(CE),"Esper et al., (2002)",https://doi.org/10.1191/0959683602hl543rp,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_314,Asia,Kuroshio Extension,35,145,Speleo,d18O,NaN,NaN,(CE),"McCabe-Glynn et al., (2013)",https://doi.org/10.1038/ngeo1862,https://www.ncei.noaa.gov/access/paleo-search/study/19725
Hydro_2016,Hydro_315,Asia,Lake Gahai,34.24,102.33,Lake,Alkenone U,NaN,NaN,(CE),"He et al., (2013)",https://doi.org/10.9774/GLEAF.4291.2013.oc.00005,https://www.ncei.noaa.gov/access/paleo-search/study/19725
